simulation_id,sample_key,cell_id,time_trace,dis_to_target,simulation_file
20250717_102015_1.0,1,35,[1.00001    1.00618983 1.00947866 ... 0.94205353 0.93940094 0.95312686],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,36,[1.00001    1.00299742 0.99504926 ... 0.95718868 0.97742066 0.98376165],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,37,[1.00001    1.00220624 1.00963883 ... 0.97853345 0.98958806 0.98121221],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,38,[1.00001    1.00836986 1.00644281 ... 1.02817358 1.00624782 1.00030361],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,39,[1.00001    1.00098193 1.00637751 ... 1.13041794 1.12072612 1.12575118],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,40,[1.00001    1.01405446 1.00698752 ... 1.04499967 1.04818649 1.05467883],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,41,[1.00001    1.00314109 1.00968199 ... 1.04253799 1.04148647 1.03461264],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,42,[1.00001    1.01417418 1.00959148 ... 0.94155445 0.92953992 0.92806958],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,43,[1.00001    1.019687   1.02386323 ... 0.9858962  0.99826953 0.98491992],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,44,[1.00001    0.99210645 1.01097667 ... 0.99102872 0.99442214 1.00948081],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,45,[1.00001    0.98626627 0.99729765 ... 0.98950341 0.98107694 0.98490159],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,46,[1.00001    1.00389089 0.97730924 ... 0.95661352 0.95682274 0.96614994],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,47,[1.00001    0.99712739 0.99341338 ... 1.00990917 1.0107186  1.01163567],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_102015_1.0,1,48,[1.00001    1.00023898 1.00797205 ... 1.03009384 1.03728711 1.03774957],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_100.h5
20250717_024549_1.0,1,0,[1.00001    0.98368962 0.9959029  ... 0.97479592 0.97817794 0.98559201],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,1,[1.00001    1.01370691 1.01959269 ... 0.98915955 0.99730585 0.98550218],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,2,[1.00001    1.00469497 0.99285485 ... 0.99926536 0.99569792 0.9892811 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,3,[1.00001    1.00686303 1.02391608 ... 0.99988745 1.00359816 0.99579318],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,4,[1.00001    1.00223357 1.00306549 ... 1.09180194 1.09579273 1.07468366],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,5,[1.00001    0.99149718 0.98648687 ... 0.97805102 0.97344606 0.98004157],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,6,[1.00001    0.99348278 0.99350275 ... 1.00145243 1.01121674 1.01148411],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,7,[1.00001    0.98354968 0.96602932 ... 0.99368601 0.98800058 0.99185004],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,8,[1.00001    1.00334246 1.02091933 ... 0.93094725 0.92480131 0.93464051],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,9,[1.00001    1.00231663 1.0019333  ... 0.92495289 0.9142252  0.90956143],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,10,[1.00001    1.00475143 1.00446283 ... 0.96068386 0.96020548 0.96034026],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,11,[1.00001    1.00183179 1.01983146 ... 1.01361255 1.01351926 1.01647965],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,12,[1.00001    1.00494807 0.99746361 ... 0.95828226 0.96613601 0.96136545],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,13,[1.00001    0.99880032 1.00166768 ... 0.94299009 0.95286864 0.97028777],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,14,[1.00001    1.00115152 1.00543472 ... 1.01106647 1.01613628 1.01816569],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,15,[1.00001    0.98101421 1.01553898 ... 1.02143136 1.02666119 1.02268667],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,16,[1.00001    0.98730774 0.98708735 ... 0.97484561 0.99450161 0.9972983 ],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,17,[1.00001    1.00737202 1.00062368 ... 0.97530625 0.97529215 0.97625492],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,18,[1.00001    0.99454659 1.00489732 ... 1.05192823 1.06037925 1.06552247],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,19,[1.00001    1.01038308 1.0052266  ... 0.98425653 0.98631707 0.98241488],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,20,[1.00001    0.95935958 0.98070896 ... 0.93129015 0.928527   0.92609143],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,21,[1.00001    0.99845006 1.01436702 ... 0.95064411 0.94080962 0.94145458],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,22,[1.00001    1.01066315 1.01530518 ... 1.01495792 1.01754101 1.0172728 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,23,[1.00001    1.00704167 1.01155897 ... 1.01307995 1.01738072 1.01206461],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,24,[1.00001    1.00072195 1.00444496 ... 1.05840238 1.03450378 1.04039202],0,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,25,[1.00001    1.0209897  1.01698132 ... 1.0935676  1.09309124 1.11652663],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,26,[1.00001    1.00380942 0.99009447 ... 0.98279904 0.97803251 0.97061957],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,27,[1.00001    1.00925954 1.00769408 ... 0.95343982 0.93866464 0.94494099],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,28,[1.00001    1.01258144 1.02873363 ... 1.00311864 1.02206421 1.03672984],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,29,[1.00001    0.99930879 0.98677082 ... 1.091991   1.08754436 1.0931699 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,30,[1.00001    0.99460403 0.99833978 ... 0.96891144 0.95379107 0.95518612],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,31,[1.00001    1.0124662  1.01392173 ... 1.03920121 1.04499457 1.04727501],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,32,[1.00001    1.00985146 1.00338367 ... 0.95292037 0.96449507 0.98431545],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,33,[1.00001    0.98882775 0.99963728 ... 0.98472818 0.99458975 0.99504114],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,34,[1.00001    1.01883239 1.00669131 ... 1.06390576 1.05568614 1.05225043],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,35,[1.00001    0.99958307 0.9885296  ... 0.96661513 0.97316192 0.96862198],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,36,[1.00001    1.0041697  0.98896144 ... 0.96912795 0.97121207 0.97614197],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,37,[1.00001    0.98624964 0.99423451 ... 0.97438038 0.97204164 0.97418924],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,38,[1.00001    0.99782052 0.9946335  ... 0.92234561 0.92627335 0.93704099],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,39,[1.00001    0.98804988 0.98907428 ... 1.06799116 1.04910589 1.0416667 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,40,[1.00001    0.99103403 0.98651515 ... 0.95111415 0.96806111 0.9688261 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,41,[1.00001    1.01533157 1.00832171 ... 0.91235979 0.91388622 0.92639323],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,42,[1.00001    0.98576256 1.00862621 ... 0.95907658 0.95928168 0.9487496 ],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,43,[1.00001    0.99359997 0.9645083  ... 1.0315619  1.0152738  1.01802546],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,44,[1.00001    1.00937081 1.01657884 ... 0.9990352  1.01441061 1.0308839 ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,45,[1.00001    0.99952521 0.99954713 ... 1.0425462  1.03401195 1.02515954],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,46,[1.00001    1.00770029 1.00387961 ... 0.99951245 1.00381608 0.99572777],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,47,[1.00001    1.00880964 1.00689344 ... 0.98519606 0.98122087 0.99231874],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_024549_1.0,1,48,[1.00001    0.98461813 0.98854017 ... 1.01158204 1.00294485 1.01360975],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_11.h5
20250717_025054_1.0,1,0,[1.00001    1.00200053 0.99592117 ... 0.96917057 0.95581864 0.96886491],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,1,[1.00001    1.01337008 1.00799559 ... 0.96686653 0.96902173 0.98209898],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,2,[1.00001    1.00805814 1.01462808 ... 0.9888817  1.00152963 1.02022486],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,3,[1.00001    1.00307937 1.00177302 ... 1.04364191 1.04366705 1.05737266],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,4,[1.00001    1.0048793  1.03805087 ... 1.05393053 1.06411275 1.0481586 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,5,[1.00001    0.99840653 1.00524326 ... 1.07922031 1.08132167 1.0936356 ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,6,[1.00001    0.98118206 0.97286893 ... 1.02309299 1.03169671 1.024678  ],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,7,[1.00001    0.99982333 0.99146384 ... 0.96734868 0.97531303 0.9832641 ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,8,[1.00001    1.00376716 0.99869544 ... 1.04409283 1.0368884  1.04049741],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,9,[1.00001    1.00396718 1.00144    ... 1.00302635 0.98989557 0.97277075],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,10,[1.00001    0.98788254 0.99176754 ... 0.9668067  0.97995838 0.98765769],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,11,[1.00001    0.99848159 0.99788152 ... 1.01955582 1.01057964 1.0089303 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,12,[1.00001    1.01607886 1.02350563 ... 1.01043317 1.01416031 1.01418014],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,13,[1.00001    1.00323628 1.01204106 ... 0.96962597 0.97378878 0.98151663],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,14,[1.00001    0.99669276 0.98850273 ... 0.94755269 0.94707017 0.943684  ],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,15,[1.00001    1.00433654 0.99948887 ... 1.00083418 1.01021029 1.01509423],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,16,[1.00001    1.00078675 0.99608819 ... 1.04222545 1.03426323 1.04419305],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,17,[1.00001    0.99572885 0.99473893 ... 0.98599337 0.9853225  0.98664036],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,18,[1.00001    1.0015297  1.00731553 ... 0.93817302 0.94834377 0.95343764],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,19,[1.00001    1.00350918 1.00863243 ... 0.89705109 0.8969651  0.90903217],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,20,[1.00001    1.01520019 1.01465571 ... 1.0276762  1.01454896 1.01055622],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,21,[1.00001    1.01316576 1.03937153 ... 0.98667471 0.99365275 0.98282652],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,22,[1.00001    0.99549859 0.98166788 ... 0.98522196 0.99489269 0.98895446],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,23,[1.00001    1.0057785  1.00198383 ... 1.0142231  1.01114546 1.01900591],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,24,[1.00001    0.99833456 0.99341982 ... 0.95211244 0.96315777 0.95923142],0,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,25,[1.00001    0.99788549 0.99894358 ... 1.0373435  1.03917568 1.04771177],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,26,[1.00001    1.00550612 1.02782021 ... 1.00412378 1.01867207 1.02136494],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,27,[1.00001    1.0059675  1.01058211 ... 0.98704394 0.98774171 0.98693741],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,28,[1.00001    1.00362215 1.00230916 ... 0.98121195 0.98025413 0.97679525],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,29,[1.00001    1.01085966 1.01620329 ... 0.99056775 0.9957992  0.9973544 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,30,[1.00001    1.00821219 1.00338738 ... 1.0518231  1.05127004 1.04586562],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,31,[1.00001    1.00182441 0.99350494 ... 0.9836247  0.99173345 0.99550163],1,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,32,[1.00001    1.00480261 1.00837919 ... 1.03090612 1.03763903 1.05466018],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,33,[1.00001    0.99419149 0.9980431  ... 0.99503176 1.00793449 1.00768631],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,34,[1.00001    0.99808967 1.00937456 ... 1.00578846 1.02059735 1.01962549],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,35,[1.00001    1.00374095 0.99543317 ... 0.94080038 0.96253161 0.97048154],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,36,[1.00001    0.99064491 0.99046518 ... 0.97575276 0.95800054 0.95692693],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,37,[1.00001    1.00239634 1.00515093 ... 0.96171108 0.96221198 0.95537064],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,38,[1.00001    1.00929499 0.99240513 ... 0.99233565 1.00103351 0.9967471 ],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,39,[1.00001    1.00877828 1.01614385 ... 0.97321266 0.9784977  0.98007815],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,40,[1.00001    1.01240262 1.01206449 ... 0.97177306 0.98800604 0.98168909],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,41,[1.00001    1.00147684 1.01354872 ... 1.0486275  1.05152589 1.04764449],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,42,[1.00001    0.99930129 0.99091852 ... 1.06361957 1.06734073 1.07399136],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,43,[1.00001    0.99681243 1.01170632 ... 0.98048279 0.98146572 0.98509107],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,44,[1.00001    0.99797233 1.00184809 ... 0.98315567 0.97719272 0.99762962],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,45,[1.00001    1.0231756  1.0280179  ... 1.00270753 1.01513281 1.01459609],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,46,[1.00001    0.99928184 0.99479612 ... 0.9823333  0.98764619 0.99052932],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,47,[1.00001    0.99806186 1.00470112 ... 1.03106004 1.03457932 1.03814137],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025054_1.0,1,48,[1.00001    1.01523976 1.00771395 ... 1.04007252 1.05329909 1.04322456],5,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_12.h5
20250717_025547_1.0,1,0,[1.00001    0.99424612 0.99559507 ... 0.95790424 0.95766736 0.95487391],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,1,[1.00001    1.01931327 1.01518083 ... 0.97233042 0.96758385 0.97403119],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,2,[1.00001    1.00489298 1.00543814 ... 0.92728914 0.92145232 0.91358832],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,3,[1.00001    1.00220328 0.99607756 ... 0.95072898 0.94206589 0.94330632],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,4,[1.00001    0.99031109 0.98177539 ... 1.0074397  1.00854535 1.00129498],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,5,[1.00001    1.00451094 1.01709436 ... 1.00435608 0.98934632 0.98938136],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,6,[1.00001    1.00839219 1.00696317 ... 1.09436167 1.09220642 1.08477384],4,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,7,[1.00001    0.99299768 0.97299282 ... 1.06575655 1.06763042 1.06363394],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,8,[1.00001    1.00077487 1.00860856 ... 1.01285443 1.01573237 1.02654672],3,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,9,[1.00001    1.00020412 0.98612768 ... 0.97800515 0.96449235 0.97309106],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,10,[1.00001    1.00940264 1.02236094 ... 0.92725577 0.92614085 0.92162017],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
20250717_025547_1.0,1,11,[1.00001    0.99739263 0.98789746 ... 0.96968324 0.97083174 0.97370523],2,sim_data__stimMag_0.50_beta_0.40_noise_0.010_kcross_0.0050_nSamples_25_13.h5
